NM_VOTAVEL,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,QT_VOTOS
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1902,E. E. OSMAR PEDROSA,57
FRANCISCO DO NASCIMENTO GOMES,AMATURÁ,22,1040,E. M. SILVIO PINTO RIBEIRO,56
FRANCISCO DO NASCIMENTO GOMES,CODAJÁS,7,1759,E. E. PROF. LUIZ GONZAGA DE SOUZA FILHO,56
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1791,E. E. TIRADENTES,56
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1465,E. E. FRANCELINA ASSIS DANTAS,56
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1872,E. M. JARLECE DA CONCEIÇÃO ZARANZA,56
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1945,E. E. PRESIDENTE CASTELO BRANCO,55
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1759,E. E. PROF. ADELAIDE TAVARES DE MACEDO,55
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1678,E. E. TEREZA DE JESUS VASCONCELOS DIAS,55
FRANCISCO DO NASCIMENTO GOMES,URUCARÁ,27,1120,C. E. PEDRO FALABELLA,55
FRANCISCO DO NASCIMENTO GOMES,AMATURÁ,22,1031,E. M. DUQUE DE CAXIAS,54
FRANCISCO DO NASCIMENTO GOMES,HUMAITÁ,17,1171,E. M. DOM BOSCO,54
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,2054,C. E. ADALBERTO VALLE - UNIDADE II MORADA DO SOL,54
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1813,E. E. DOM JOAO DE SOUZA LIMA,54
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1945,E. M. ENG JOÃO ALBERTO DE MENEZES BRAGA.,54
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1660,E. E. PROF. WALDOCKE FRICK DE LIRA- COLÉGIO MILITAR,54
FRANCISCO DO NASCIMENTO GOMES,APUÍ,67,1058,E. M. VILMA LEMOS,53
FRANCISCO DO NASCIMENTO GOMES,BOA VISTA DO RAMOS,5,1082,E. M. SOCORRO PEREIRA II,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,2380,E. E. SEN. CUNHA MELO,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1457,E. E. SEN PETRONIO PORTELLA,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1856,E. E. MARCANTONIO VILAÇA,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1872,E. E. PROF. SEBASTIANA BRAGA,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1953,E. E. HOMERO DE MIRANDA LEAO,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1651,E. E. OLGA FALCONE,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1686,E. E. THOMÉ DE MEDEIROS RAPOSO,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1880,E. M. ULISSES GUIMARAES,53
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,1996,IFAM - INST FED DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO AMAZONAS,52
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1945,E. E. RODERICK DE CASTELO BRANCO,52
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1708,E. M. PROF. ALVARO VALLE,52
FRANCISCO DO NASCIMENTO GOMES,APUÍ,67,1074,E. M. PEDRO ALVARES CABRAL,51
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1546,E. M. NOEMI SANTOS PEREIRA,51
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1791,E. E. DESDOR ANDRE ARAUJO.,51
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1562,E. E. PROF. TEREZA SIQUEIRA TUPINAMBA,51
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1660,E. M. IRMA HELENA AUGUSTA WALCOT,51
FRANCISCO DO NASCIMENTO GOMES,MANAUS,59,2127,E. E. PROF. ANTONIO MAURITI MONTEIRO COELHO,50
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1813,E. M. JOAO GOULART,50
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1953,E. E. BELARMINO MARREIRO,50
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1414,E. M. MARCOS BENÍCIOS RIOS,49
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1902,ESCOLA SUPERIOR DE TECNOLOGIA - UEA,49
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,2070,E. M. LUCILA FREITAS,49
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1538,E. M. DOM MILTON CORREA PEREIRA,49
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1651,E. M. PROF. MARLY GARGANTA,49
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1694,E. E. PROF. SEBASTIAO AUGUSTO LOUREIRO FILHO,49
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1864,E. M. AUREO NONATO,49
FRANCISCO DO NASCIMENTO GOMES,HUMAITÁ,17,1074,E. E. DUQUE DE CAXIAS,48
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1961,E. M. VICENTE DE PAULA,48
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1678,E. E. RUY ALENCAR,48
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,2429,E. E. CARVALHO LEAL (RECEBEU AS SEÇÕES DO RUY ARAÚJO),47
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1996,E. M. PADRE RAIMUNDO NONATO PINHEIRO,47
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1619,E. M. PROF. ELIANA LUCIA MONTEIRO DA SILVA,47
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1783,COLÉGIO DA POLICIA MILITAR AUREA PINHEIRO BRAGA,47
FRANCISCO DO NASCIMENTO GOMES,BENJAMIN CONSTANT,20,1171,E. M. SOFIA BARBOSA,46
FRANCISCO DO NASCIMENTO GOMES,CARAUARI,21,1252,COM. SANTO ANTÔNIO DO BRITO - E. M. LUIZ CAMPOS,46
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1740,E. M. PROF. ELIZABETH BELTRAO,46
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1759,E. M. SONIA MARIA DA SILVA BARBOSA,46
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,2011,E. E. ALTAIR SEVERIANO NUNES,45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,2216,E. E. CORONEL PEDRO CÂMARA (CMPM VIII),45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1473,E. E. SEN. MANOEL SEVERIANO NUNES,45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1538,E. M. LIRIO DO VALE,45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1805,E. E. HILDA DE AZEVEDO TRIBUZY.,45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1716,E. M. DOM JACSON DAMASCENO RODRIGUES,45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1945,E. M. DR. MAGALHAES CORDEIRO,45
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1937,E. E. SANTO ANTONIO,44
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1805,E. E. MAJOR SILVA COUTINHO,44
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1821,E. E. DOM MILTON CORREA PEREIRA,44
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,2011,E. E. FRANCISCA PAULA DE JESUS IZABEL,44
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1619,E. M. ANTONIO MORAES,44
FRANCISCO DO NASCIMENTO GOMES,GUAJARÁ,45,1023,E. E. JOSE CARLOS MESTRINHO,43
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1791,C. E. LA SALLE,43
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1686,E. E. ANA LUCIA DE MORAES COSTA E SILVA,43
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1724,E. E. PROF DORVAL VARELA MOURA,43
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1783,E. M. PROF RITA DE CASSIA C. SILVA,43
FRANCISCO DO NASCIMENTO GOMES,GUAJARÁ,45,1120,E. E. JOSÉ ELNO FERREIRA DE SOUZA,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1929,E. E. ALICE SALERNO,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1953,E. E. PROF. ALDA BARATA,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,31,1937,E. E. BRIGADEIRO JOÃO CAMARÃO TELLES RIBEIRO,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,31,2011,E. E. PROF.  BENEDITO ALMEIDA,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1937,E. E. SEN JOÃO BOSCO RAMOS DE LIMA,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1562,E. M. NOSSA SENHORA DA PAZ,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1856,E. M. BENJAMIM M. FERNANDES,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1759,CETI JOAO DOS SANTOS BRAGA,42
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,2020,CMEI AILTON ROTH,42
FRANCISCO DO NASCIMENTO GOMES,HUMAITÁ,17,1040,E. E. GOVERNADOR GILBERTO MESTRINHO,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,2453,COLEGIO NOSSA SENHORA AUXILIADORA (SEÇÕES DO LUIZINHA NASCIMENTO),41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1996,E. M. PROF. FRANCISCA PEREIRA DE ARAUJO,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,2020,E. M. GUILHERME BARBOSA BARKER,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1503,E. E. MARECHAL HERMES,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1767,E. E. GONCALVES DIAS,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,59,2313,E. E. PROF. MARIA TEIXEIRA GOES,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1988,E. M. ARTHUR ENGRACIO DA SILVA,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,2011,CMEI PROF. DULCINÉIA TINOCO,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1767,E. M. PROF. ROBERTO DOS SANTOS VIEIRA,41
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1856,E. M. ANTISTHENES DE OLIVEIRA PINTO,41
FRANCISCO DO NASCIMENTO GOMES,URUCARÁ,27,1058,E. E. RAMALHO JUNIOR,41
FRANCISCO DO NASCIMENTO GOMES,BOCA DO ACRE,14,1287,E. E. PROF. ANTONIO JOSE BERNARDO VASCONCELOS,40
FRANCISCO DO NASCIMENTO GOMES,LÁBREA,12,1830,E. M. SANTA RITA DE CÁSSIA,40
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1856,E. M. LEONOR UCHOA DE AMORIM,40
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1023,E. M. SAGRADO CORAÇÃO DE JESUS,39
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1856,FACULDADE ESTÁCIO (ANTIGO CEL),39
FRANCISCO DO NASCIMENTO GOMES,MANAUS,31,2089,E. E. JOSE CARLOS MESTRINHO,39
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,1988,E. M. DJALMA PASSOS.,39
FRANCISCO DO NASCIMENTO GOMES,MANAUS,59,2305,E. M. PROF. FRANCISCA PERGENTINA DA SILVA,39
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1759,E. M. PROF. GELCY SENA ABRANTIS,39
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,2003,E. E. PROF. JORGE KARAM NETO,39
FRANCISCO DO NASCIMENTO GOMES,SÃO PAULO DE OLIVENÇA,22,1090,E. M. INDÍGENA TIKUNA MORUAPU,39
FRANCISCO DO NASCIMENTO GOMES,BENJAMIN CONSTANT,20,1163,E. M. I NOVO PORTO LIMA,38
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1104,E. M. PROF. MARIA AUXILIADORA SIMAS,38
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,2054,E. M. CARLOS GOMES,38
FRANCISCO DO NASCIMENTO GOMES,MANAUS,59,2089,E. E. ANTONIO NUNES JIMENEZ,38
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1805,E. M. CAROLINA PEROLINA RAIMUNDA ALMEIDA,38
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1880,E. M. GOV. DANILO MATTOS AREOSA,38
FRANCISCO DO NASCIMENTO GOMES,NOVO AIRÃO,34,1112,E. M. VIOLETA CARDOSO DE MATTOS AREOSA,38
FRANCISCO DO NASCIMENTO GOMES,PRESIDENTE FIGUEIREDO,51,1082,E. M. ENGENHEIRO NELSON DORNELES,38
FRANCISCO DO NASCIMENTO GOMES,BOCA DO ACRE,14,1163,E. M. BENICIO RODRIGUES PENA,37
FRANCISCO DO NASCIMENTO GOMES,CARAUARI,21,1406,CETI PROF. PEDRO ALVES DA SILVA,37
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,2321,E. E. MILBURGES BEZERRA DE ARAUJO,37
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1791,E. M. ANTONINA BORGES DE SÁ,37
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,2062,E. M. DR. OLAVO DAS NEVES,37
FRANCISCO DO NASCIMENTO GOMES,MANAUS,70,1970,E. E. JURACY BATISTA GOMES,37
FRANCISCO DO NASCIMENTO GOMES,AMATURÁ,22,1112,E. M. VITÓRIA SIMÃO,36
FRANCISCO DO NASCIMENTO GOMES,MANAQUIRI,23,1015,E. E. ANSELMO JACOB,36
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1988,E. E. LIBERTADOR SIMON BOLIVAR,36
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1929,E. E. GOVERNADOR MELO E POVOAS,36
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1740,E. M. MARIA RUFINA DE ALMEIDA,36
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1961,E. M. MADRE TEREZA DE CALCUTÁ,36
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,2046,E. E. DOM JACSON DAMASCENO RODRIGUES,36
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1694,CIME - JOSEFINA ROSA DE MATTOS PEREIRA DE CASTRO,36
FRANCISCO DO NASCIMENTO GOMES,MAUÉS,5,1198,E. M. LAURIANO FREIRE,36
FRANCISCO DO NASCIMENTO GOMES,BENJAMIN CONSTANT,20,1210,E. E.  PROF ROSA CRUZ,35
FRANCISCO DO NASCIMENTO GOMES,BOA VISTA DO RAMOS,5,1147,E. M. MANOEL CAMARAO,35
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1589,C.E.T.I. MARIA IZABEL DESTERRO E SILVA,35
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,2089,ESCOLA SUPERIOR DE CIENCIAS DA SAUDE - UEA,35
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,2127,E. E. PADRE PEDRO GISLANDY,35
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1643,E. E. OCTAVIO MOURÃO,35
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1724,E. M. MARECHAL CANDIDO RONDON,35
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1813,IFAM (COLÉGIO AGRÍCOLA),35
FRANCISCO DO NASCIMENTO GOMES,PRESIDENTE FIGUEIREDO,51,1112,E. M. SANTA TEREZINHA,35
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,1880,E. E. JOSE BENTES MONTEIRO,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,31,2054,CMEI PADRE LUIS RUAS,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,2097,E. M. ELVIRA BORGES,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,2305,E. DE EDUCAÇÃO PROFISSIONAL PADRE ESTÉLIO DALISON,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1899,COLEGIO MILITAR DA POLICIA MILITAR,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1635,E. E. MARIA RODRIGUES TAPAJÓS,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1899,E. M. ALFREDO LINHARES,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,65,1597,E. M. ANA SENA RODRIGUES,34
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1740,E. M. RAUL DE QUEIROZ MENEZES VEIGA,34
FRANCISCO DO NASCIMENTO GOMES,HUMAITÁ,17,1449,UFAM - CAMPUS ACADÊMICO,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,2003,E. E. ADERSON DE MENEZES,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1953,E. E. ZULMIRA BITTENCOURT,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1970,E. E. GENERAL SAMPAIO,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,59,2186,E. M. PROF. AGENOR FERREIRA LIMA,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1830,CMEI - ISMAIL AZIZ,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1767,E. E. ISAAC SVERNER,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1686,E. M. MARIA AUXILIADORA DOS SANTOS AZEVEDO,33
FRANCISCO DO NASCIMENTO GOMES,MANAUS,68,1945,E. M. FRANCISCO NUNES DA SILVA,33
FRANCISCO DO NASCIMENTO GOMES,AMATURÁ,22,1058,E. M. INDÍGENA SANTA FÉ,32
FRANCISCO DO NASCIMENTO GOMES,BENJAMIN CONSTANT,20,1066,E. M. OLAVO BILAC,32
FRANCISCO DO NASCIMENTO GOMES,BENJAMIN CONSTANT,20,1260,E. M. PROF. MARGARETE RABELO COELHO (ANTIGO CESBI),32
FRANCISCO DO NASCIMENTO GOMES,GUAJARÁ,45,1031,E. M. ENEDINA HERCULANO,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1899,E. E. ANTONIO BITTENCOURT,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1732,E. E. HUMBERTO DE CAMPOS,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,58,2046,CMEI ARGENTINA BARROS.,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,59,2119,E. E. DEP. JOSUÉ CLAUDIO DE SOUZA - GM3,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1732,E. M. NESTOR JOSE DO NASCIMENTO,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,62,1821,E. E. ALFREDO FERNANDES,32
FRANCISCO DO NASCIMENTO GOMES,MAUÉS,5,1252,E. M. SALUM DE ALMEIDA,32
FRANCISCO DO NASCIMENTO GOMES,PRESIDENTE FIGUEIREDO,51,1171,IFAM - CAMPUS PRESIDENTE FIGUEIREDO,32
FRANCISCO DO NASCIMENTO GOMES,MANAUS,1,2445,UNINORTE UNID 1 (RECEBEU AS SEÇÕES DO BRASILEIRO E FRANC ALBUQ),31
FRANCISCO DO NASCIMENTO GOMES,MANAUS,31,2046,E. E. DORVAL PORTO,31
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1813,E. M. THOMAS MEIRELLES,31
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1970,E. E. LUIZ VAZ DE CAMOES,31
FRANCISCO DO NASCIMENTO GOMES,MANAUS,37,1988,E. E. NATALIA UCHOA,31
FRANCISCO DO NASCIMENTO GOMES,MANAUS,40,1490,E. E. AGUINELO BITTENCOURT,31
FRANCISCO DO NASCIMENTO GOMES,MANAUS,63,1759,E. M. HONORINA VASCONCELOS,31
FRANCISCO DO NASCIMENTO GOMES,MAUÉS,5,1031,E. E. WALTON RODRIGUES BIZANTINO,31
FRANCISCO DO NASCIMENTO GOMES,TABATINGA,36,1023,E. E. PEDRO TEIXEIRA,31
FRANCISCO DO NASCIMENTO GOMES,TABATINGA,36,1180,U. E. AMAZONAS - UEA,31
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1058,E. M. CAVALCANTE,30
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1066,E. M. SANTA LUZIA DA ILHA DO BAIXIO,30
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1279,E. M. MARIA DE FÁTIMA FERNANDES BARRETO NO ARIAÚ KM 36,30
FRANCISCO DO NASCIMENTO GOMES,IRANDUBA,56,1554,E. E. ELIAS NOVOA ALVAREZ,30
FRANCISCO DO NASCIMENTO GOMES,MANAUS,2,2038,(GIN.POL.AMADEUTEIXEIRA) FUNCIONARÁ NO SAMBÓDROMO BL. G,30
FRANCISCO DO NASCIMENTO GOMES,MANAUS,32,1910,CMEI JEAN PIAGET,30
